"";"Trial";"Condition";"Cents";"Break1";"Break2";"Break3";"Break4";"Break5";"Break6"
"59";"30";"Plus";"20";"367.655164497044";"-319.358146134185";"202.569432021121";"-224.329057509249";"263.422565025625";"434.401257626853"
"60";"30";"Minus";"-20";"-367.655164497044";"319.358146134185";"-202.569432021121";"224.329057509249";"-263.422565025625";"-434.401257626853"
"61";"31";"Plus";"20";"-276.416807176773";"-9.97844760583287";"467.909608093851";"366.237354945434";"88.9615967152716";"399.57625336411"
"62";"31";"Minus";"-20";"276.416807176773";"9.97844760583287";"-467.909608093851";"-366.237354945434";"-88.9615967152716";"-399.57625336411"
"63";"32";"Plus";"20";"316.475063469838";"-95.6313177227963";"347.854110117209";"175.299875341972";"66.3134206746038";"13.7735084407942"
"64";"32";"Minus";"-20";"-316.475063469838";"95.6313177227963";"-347.854110117209";"-175.299875341972";"-66.3134206746038";"-13.7735084407942"
"65";"33";"Plus";"20";"-103.220778840768";"-109.855788292349";"-225.492569211422";"464.811346404852";"-355.097721731523";"-74.5578159507393"
"66";"33";"Minus";"-20";"103.220778840768";"109.855788292349";"225.492569211422";"-464.811346404852";"355.097721731523";"74.5578159507393"
"67";"34";"Plus";"20";"456.500069536317";"127.279385662202";"-359.628368062068";"-122.213160384854";"119.904345995831";"385.032650954775"
"68";"34";"Minus";"-20";"-456.500069536317";"-127.279385662202";"359.628368062068";"122.213160384854";"-119.904345995831";"-385.032650954775"
"69";"35";"Plus";"20";"-209.160839171722";"-17.4450969869634";"439.156330820069";"-368.109797647731";"47.5411549688887";"-397.8371655962"
"70";"35";"Minus";"-20";"209.160839171722";"17.4450969869634";"-439.156330820069";"368.109797647731";"-47.5411549688887";"397.8371655962"
"71";"36";"Plus";"20";"400.987136708524";"-135.716786412421";"-1.81883107973955";"-443.095408089867";"262.810222837168";"-337.265006142718"
"72";"36";"Minus";"-20";"-400.987136708524";"135.716786412421";"1.81883107973955";"443.095408089867";"-262.810222837168";"337.265006142718"
"73";"37";"Plus";"20";"-63.331352640209";"413.661580726626";"-459.853934666895";"-167.227378099423";"-80.2629804939535";"-23.9348645690371"
"74";"37";"Minus";"-20";"63.331352640209";"-413.661580726626";"459.853934666895";"167.227378099423";"80.2629804939535";"23.9348645690371"
"75";"38";"Plus";"20";"231.617967615074";"-403.280240902809";"-59.1451696651694";"170.870946504802";"390.513795309397";"193.657286132263"
"76";"38";"Minus";"-20";"-231.617967615074";"403.280240902809";"59.1451696651694";"-170.870946504802";"-390.513795309397";"-193.657286132263"
"77";"39";"Plus";"20";"76.7661362095151";"310.284724123663";"-485.372193688687";"140.916186486501";"-29.6079741481452";"244.916403974814"
"78";"39";"Minus";"-20";"-76.7661362095151";"-310.284724123663";"485.372193688687";"-140.916186486501";"29.6079741481452";"-244.916403974814"
"79";"40";"Plus";"20";"-431.252249730387";"-407.390593016923";"464.752653550673";"26.2401173947843";"-287.170199514911";"-185.52283317065"
"80";"40";"Minus";"-20";"431.252249730387";"407.390593016923";"-464.752653550673";"-26.2401173947843";"287.170199514911";"185.52283317065"
"81";"41";"Plus";"20";"-307.862164399006";"51.26880009645";"-240.695271166691";"368.54087566177";"-248.776856242399";"-178.160001729246"
"82";"41";"Minus";"-20";"307.862164399006";"-51.26880009645";"240.695271166691";"-368.54087566177";"248.776856242399";"178.160001729246"
"83";"42";"Plus";"20";"-313.997335954637";"414.444717165158";"-326.419486323002";"-354.399481060011";"443.801879120519";"289.140301530547"
"84";"42";"Minus";"-20";"313.997335954637";"-414.444717165158";"326.419486323002";"354.399481060011";"-443.801879120519";"-289.140301530547"
"85";"43";"Plus";"20";"-452.13204500589";"55.9127557849412";"-440.362503208711";"362.441437798555";"95.668730548691";"-145.503268991529"
"86";"43";"Minus";"-20";"452.13204500589";"-55.9127557849412";"440.362503208711";"-362.441437798555";"-95.668730548691";"145.503268991529"
"87";"44";"Plus";"20";"-66.1382296463729";"-124.17621954971";"-343.63185138501";"-140.904732266791";"-497.963735222433";"20.8068242384746"
"88";"44";"Minus";"-20";"66.1382296463729";"124.17621954971";"343.63185138501";"140.904732266791";"497.963735222433";"-20.8068242384746"
"89";"45";"Plus";"20";"50.4669759520973";"38.1866011323555";"-91.7531402178767";"310.249454664058";"129.108080789061";"-329.115222226761"
"90";"45";"Minus";"-20";"-50.4669759520973";"-38.1866011323555";"91.7531402178767";"-310.249454664058";"-129.108080789061";"329.115222226761"
"91";"46";"Plus";"20";"347.255409322962";"-99.3379468545949";"-297.194300086453";"211.000192993416";"-175.962136557475";"110.970895691215"
"92";"46";"Minus";"-20";"-347.255409322962";"99.3379468545949";"297.194300086453";"-211.000192993416";"175.962136557475";"-110.970895691215"
"93";"47";"Plus";"20";"-316.471349280371";"-326.763352700695";"9.34097817877048";"240.075809139745";"-342.836282723822";"468.268779601084"
"94";"47";"Minus";"-20";"316.471349280371";"326.763352700695";"-9.34097817877048";"-240.075809139745";"342.836282723822";"-468.268779601084"
"95";"48";"Plus";"20";"168.074440371206";"-369.105572485183";"423.141692177036";"-396.425900005297";"120.464134480836";"-351.164002654737"
"96";"48";"Minus";"-20";"-168.074440371206";"369.105572485183";"-423.141692177036";"396.425900005297";"-120.464134480836";"351.164002654737"
"97";"49";"Plus";"20";"371.481280686273";"120.953503377104";"255.600488951117";"-439.710741811345";"-250.984113715715";"374.129438120504"
"98";"49";"Minus";"-20";"-371.481280686273";"-120.953503377104";"-255.600488951117";"439.710741811345";"250.984113715715";"-374.129438120504"
"99";"50";"Plus";"20";"-6.53464314409077";"27.1953305103171";"-58.5828093439139";"297.153184939869";"-435.343307269087";"86.3697676423655"
"100";"50";"Minus";"-20";"6.53464314409077";"-27.1953305103171";"58.5828093439139";"-297.153184939869";"435.343307269087";"-86.3697676423655"
"101";"51";"Plus";"20";"181.132224022045";"-428.742185263968";"173.456518730071";"-445.989304598496";"277.145171163487";"366.972150081066"
"102";"51";"Minus";"-20";"-181.132224022045";"428.742185263968";"-173.456518730071";"445.989304598496";"-277.145171163487";"-366.972150081066"
"103";"52";"Plus";"20";"-180.702355971047";"141.62393035644";"-213.575180282535";"139.402730000889";"-354.415399662752";"387.072422904351"
"104";"52";"Minus";"-20";"180.702355971047";"-141.62393035644";"213.575180282535";"-139.402730000889";"354.415399662752";"-387.072422904351"
"105";"53";"Plus";"20";"-400.262128696514";"185.421590247609";"-340.698492211425";"-388.986879244323";"267.414628969449";"-382.057325986361"
"106";"53";"Minus";"-20";"400.262128696514";"-185.421590247609";"340.698492211425";"388.986879244323";"-267.414628969449";"382.057325986361"
"107";"54";"Plus";"20";"-92.3457849698331";"-327.029955925024";"-126.30776019242";"151.13075992851";"398.834595621291";"72.3705453279789"
"108";"54";"Minus";"-20";"92.3457849698331";"327.029955925024";"126.30776019242";"-151.13075992851";"-398.834595621291";"-72.3705453279789"
"109";"55";"Plus";"20";"-146.321083612757";"-254.096080622009";"-397.344005134483";"88.4790435996434";"-196.986486025968";"-1.03238471312031"
"110";"55";"Minus";"-20";"146.321083612757";"254.096080622009";"397.344005134483";"-88.4790435996434";"196.986486025968";"1.03238471312031"
"111";"56";"Plus";"20";"-308.527592656015";"30.36025387796";"159.109916283633";"418.7142314743";"123.878028935864";"32.0593893942712"
"112";"56";"Minus";"-20";"308.527592656015";"-30.36025387796";"-159.109916283633";"-418.7142314743";"-123.878028935864";"-32.0593893942712"
"113";"57";"Plus";"20";"-296.154392386611";"-459.368591914769";"-114.340171998605";"-27.6804119334797";"157.72581673587";"273.634777045402"
"114";"57";"Minus";"-20";"296.154392386611";"459.368591914769";"114.340171998605";"27.6804119334797";"-157.72581673587";"-273.634777045402"
"115";"58";"Plus";"20";"-140.037320025874";"140.182790914137";"-126.589273892488";"-248.623270604873";"191.216802245529";"270.981960780446"
"116";"58";"Minus";"-20";"140.037320025874";"-140.182790914137";"126.589273892488";"248.623270604873";"-191.216802245529";"-270.981960780446"
"117";"59";"Plus";"20";"265.858530038097";"-433.895917284025";"-384.136205276816";"-195.235661812784";"326.498222711277";"-4.8326653878198"
"118";"59";"Minus";"-20";"-265.858530038097";"433.895917284025";"384.136205276816";"195.235661812784";"-326.498222711277";"4.8326653878198"
"119";"60";"Plus";"20";"11.7673678893535";"-116.285429748777";"299.859589528205";"439.957456948143";"-438.044865964018";"200.680302576824"
"120";"60";"Minus";"-20";"-11.7673678893535";"116.285429748777";"-299.859589528205";"-439.957456948143";"438.044865964018";"-200.680302576824"
"121";"61";"Plus";"20";"208.747208358776";"206.861682519083";"51.3303138026585";"145.310492076622";"-377.811050667195";"-67.2088152067818"
"122";"61";"Minus";"-20";"-208.747208358776";"-206.861682519083";"-51.3303138026585";"-145.310492076622";"377.811050667195";"67.2088152067818"
"123";"62";"Plus";"20";"-432.612683412747";"-216.128505051035";"-38.5960802802888";"30.5990989838671";"210.475958739555";"-428.009554965274"
"124";"62";"Minus";"-20";"432.612683412747";"216.128505051035";"38.5960802802888";"-30.5990989838671";"-210.475958739555";"428.009554965274"
"125";"63";"Plus";"20";"481.438405469159";"360.609559336218";"-395.675513930065";"-82.9040136228427";"-322.652319915802";"-59.8515702000546"
"126";"63";"Minus";"-20";"-481.438405469159";"-360.609559336218";"395.675513930065";"82.9040136228427";"322.652319915802";"59.8515702000546"
"127";"64";"Plus";"20";"303.82442378795";"-243.992121631203";"192.158714182118";"-149.053326186251";"8.97008562356195";"492.377132298616"
"128";"64";"Minus";"-20";"-303.82442378795";"243.992121631203";"-192.158714182118";"149.053326186251";"-8.97008562356195";"-492.377132298616"
"129";"65";"Plus";"20";"94.4841037349082";"65.9911031509587";"-457.969051168164";"-142.215291431268";"-149.753111141311";"-353.725929825344"
"130";"65";"Minus";"-20";"-94.4841037349082";"-65.9911031509587";"457.969051168164";"142.215291431268";"149.753111141311";"353.725929825344"
"131";"66";"Plus";"20";"-228.853132483832";"362.233678734122";"-84.4493261105602";"-257.861308062348";"354.254364043087";"-65.2673033240805"
"132";"66";"Minus";"-20";"228.853132483832";"-362.233678734122";"84.4493261105602";"257.861308062348";"-354.254364043087";"65.2673033240805"
"133";"67";"Plus";"20";"-111.871602256422";"-173.571699845112";"-233.883629971276";"-208.825738380868";"-38.6744622019509";"250.126438420098"
"134";"67";"Minus";"-20";"111.871602256422";"173.571699845112";"233.883629971276";"208.825738380868";"38.6744622019509";"-250.126438420098"
"135";"68";"Plus";"20";"-331.933959275372";"-122.719413063143";"482.233477860935";"313.002429188255";"2.64266931033079";"-110.724605985049"
"136";"68";"Minus";"-20";"331.933959275372";"122.719413063143";"-482.233477860935";"-313.002429188255";"-2.64266931033079";"110.724605985049"
"137";"69";"Plus";"20";"124.393605721481";"418.551361737442";"451.8171188999";"-212.513115293413";"484.812935082283";"-2.19261982627059"
"138";"69";"Minus";"-20";"-124.393605721481";"-418.551361737442";"-451.8171188999";"212.513115293413";"-484.812935082283";"2.19261982627059"
"139";"70";"Plus";"20";"70.5648067936476";"55.6946110684452";"415.556381450045";"-344.74095146952";"151.271406530212";"-35.7785469856664"
"140";"70";"Minus";"-20";"-70.5648067936476";"-55.6946110684452";"-415.556381450045";"344.74095146952";"-151.271406530212";"35.7785469856664"
"141";"71";"Plus";"20";"-174.039264354875";"401.037929560297";"-26.2131499233149";"-480.789715216403";"-149.639194098094";"-1.74511791367233"
"142";"71";"Minus";"-20";"174.039264354875";"-401.037929560297";"26.2131499233149";"480.789715216403";"149.639194098094";"1.74511791367233"
"143";"72";"Plus";"20";"454.751131281436";"245.538710403488";"136.74454818981";"310.466050436394";"97.6818804829568";"-338.642423734327"
"144";"72";"Minus";"-20";"-454.751131281436";"-245.538710403488";"-136.74454818981";"-310.466050436394";"-97.6818804829568";"338.642423734327"
"145";"73";"Plus";"20";"-102.067036102858";"-339.20509355366";"-458.13225984487";"-146.96979086247";"-475.480800019603";"-286.416533265116"
"146";"73";"Minus";"-20";"102.067036102858";"339.20509355366";"458.13225984487";"146.96979086247";"475.480800019603";"286.416533265116"
"147";"74";"Plus";"20";"-262.091992183708";"350.968739534355";"-293.741963441428";"-156.460195353587";"-177.532744046573";"-418.690669082575"
"148";"74";"Minus";"-20";"262.091992183708";"-350.968739534355";"293.741963441428";"156.460195353587";"177.532744046573";"418.690669082575"
"149";"75";"Plus";"20";"34.0665270521263";"12.3148525888362";"479.002646769176";"-314.559601374321";"104.323870255199";"-264.394351285504"
"150";"75";"Minus";"-20";"-34.0665270521263";"-12.3148525888362";"-479.002646769176";"314.559601374321";"-104.323870255199";"264.394351285504"
"151";"76";"Plus";"20";"-91.8520195458648";"261.114699965304";"440.420959263677";"-488.218571831163";"265.134857670317";"342.464888272769"
"152";"76";"Minus";"-20";"91.8520195458648";"-261.114699965304";"-440.420959263677";"488.218571831163";"-265.134857670317";"-342.464888272769"
"153";"77";"Plus";"20";"133.924527392052";"-311.996662640225";"326.133939997272";"243.400559848782";"397.767099287539";"207.481517310819"
"154";"77";"Minus";"-20";"-133.924527392052";"311.996662640225";"-326.133939997272";"-243.400559848782";"-397.767099287539";"-207.481517310819"
"155";"78";"Plus";"20";"429.815990320371";"-252.702364956929";"-348.804086471149";"-470.127665749994";"138.964421612744";"102.57689641903"
"156";"78";"Minus";"-20";"-429.815990320371";"252.702364956929";"348.804086471149";"470.127665749994";"-138.964421612744";"-102.57689641903"
"157";"79";"Plus";"20";"4.36427578545181";"-377.656502694757";"-455.334621045963";"286.830621848253";"251.448509168273";"-425.039054542691"
"158";"79";"Minus";"-20";"-4.36427578545181";"377.656502694757";"455.334621045963";"-286.830621848253";"-251.448509168273";"425.039054542691"
"159";"80";"Plus";"20";"-449.411955852924";"-357.992950915827";"-390.051942017146";"322.439782716079";"-362.231238671541";"115.123620732212"
"160";"80";"Minus";"-20";"449.411955852924";"357.992950915827";"390.051942017146";"-322.439782716079";"362.231238671541";"-115.123620732212"
"161";"81";"Plus";"20";"-430.024102236277";"-123.407450993568";"108.446783019441";"-73.4091304481648";"90.9970700411793";"-61.9828859667391"
"162";"81";"Minus";"-20";"430.024102236277";"123.407450993568";"-108.446783019441";"73.4091304481648";"-90.9970700411793";"61.9828859667391"
"163";"82";"Plus";"20";"45.5183914872541";"-440.134771081739";"283.175674972456";"447.367433474045";"-477.208662973373";"381.368527247028"
"164";"82";"Minus";"-20";"-45.5183914872541";"440.134771081739";"-283.175674972456";"-447.367433474045";"477.208662973373";"-381.368527247028"
"165";"83";"Plus";"20";"121.050640710475";"-297.936674216927";"-498.427031395735";"-370.422340252881";"-351.753082432086";"-67.8476211631311"
"166";"83";"Minus";"-20";"-121.050640710475";"297.936674216927";"498.427031395735";"370.422340252881";"351.753082432086";"67.8476211631311"
"167";"84";"Plus";"20";"174.857934236284";"-214.926877958351";"-350.776530694453";"368.915830253209";"-155.617460529743";"317.555597420482"
"168";"84";"Minus";"-20";"-174.857934236284";"214.926877958351";"350.776530694453";"-368.915830253209";"155.617460529743";"-317.555597420482"
"169";"85";"Plus";"20";"409.646956451731";"14.7178190199151";"179.710344816921";"-198.006106263943";"-488.55969212425";"183.89100351116"
"170";"85";"Minus";"-20";"-409.646956451731";"-14.7178190199151";"-179.710344816921";"198.006106263943";"488.55969212425";"-183.89100351116"
"171";"86";"Plus";"20";"-447.347902835668";"122.093760728124";"-272.361950274206";"-43.1241822598811";"-18.122606808011";"457.958938859003"
"172";"86";"Minus";"-20";"447.347902835668";"-122.093760728124";"272.361950274206";"43.1241822598811";"18.122606808011";"-457.958938859003"
"173";"87";"Plus";"20";"327.876967455145";"98.7506410690121";"75.1133594128863";"71.5706674921065";"45.7147310565282";"339.458174404676"
"174";"87";"Minus";"-20";"-327.876967455145";"-98.7506410690121";"-75.1133594128863";"-71.5706674921065";"-45.7147310565282";"-339.458174404676"
"175";"88";"Plus";"20";"-153.21393155827";"187.945369324801";"-104.050775555208";"-484.755009505361";"167.014725948349";"241.540059930274"
"176";"88";"Minus";"-20";"153.21393155827";"-187.945369324801";"104.050775555208";"484.755009505361";"-167.014725948349";"-241.540059930274"
"177";"89";"Plus";"20";"342.496196555955";"-399.626980261019";"-231.187317883495";"-129.53052151432";"-437.333372195804";"333.211782847838"
"178";"89";"Minus";"-20";"-342.496196555955";"399.626980261019";"231.187317883495";"129.53052151432";"437.333372195804";"-333.211782847838"
"179";"90";"Plus";"20";"-398.34247297414";"-174.596714599186";"425.920519323017";"-432.873556814281";"393.44327889639";"398.321511073625"
"180";"90";"Minus";"-20";"398.34247297414";"174.596714599186";"-425.920519323017";"432.873556814281";"-393.44327889639";"-398.321511073625"
"181";"91";"Plus";"20";"295.895827132651";"24.8568732473372";"-184.199285725634";"39.4744061855505";"-18.8054374060632";"112.845650597684"
"182";"91";"Minus";"-20";"-295.895827132651";"-24.8568732473372";"184.199285725634";"-39.4744061855505";"18.8054374060632";"-112.845650597684"
"183";"92";"Plus";"20";"-362.95345408855";"-132.332341994738";"-455.595232069287";"-399.600604569791";"-316.481871219882";"412.447477191113"
"184";"92";"Minus";"-20";"362.95345408855";"132.332341994738";"455.595232069287";"399.600604569791";"316.481871219882";"-412.447477191113"
"185";"93";"Plus";"20";"318.815092974331";"216.264844839881";"203.436879675041";"-153.487729869831";"-170.24565793086";"-363.339696687621"
"186";"93";"Minus";"-20";"-318.815092974331";"-216.264844839881";"-203.436879675041";"153.487729869831";"170.24565793086";"363.339696687621"
"187";"94";"Plus";"20";"406.867492327429";"-235.650843713254";"-237.919498732277";"377.001955528698";"-22.3742426778117";"128.983627296976"
"188";"94";"Minus";"-20";"-406.867492327429";"235.650843713254";"237.919498732277";"-377.001955528698";"22.3742426778117";"-128.983627296976"
"189";"95";"Plus";"20";"-404.153385033217";"398.476629348872";"-119.178310672956";"-40.4783773029366";"-341.629462625823";"-192.725370537139"
"190";"95";"Minus";"-20";"404.153385033217";"-398.476629348872";"119.178310672956";"40.4783773029366";"341.629462625823";"192.725370537139"
"191";"96";"Plus";"20";"-241.051166595871";"110.892688341287";"27.196498112726";"432.6186819631";"326.493940244807";"333.857110239889"
"192";"96";"Minus";"-20";"241.051166595871";"-110.892688341287";"-27.196498112726";"-432.6186819631";"-326.493940244807";"-333.857110239889"
"193";"97";"Plus";"20";"451.117356227226";"-119.623615205542";"-283.541045045791";"-63.8136324372038";"-226.70209771241";"-406.096414759702"
"194";"97";"Minus";"-20";"-451.117356227226";"119.623615205542";"283.541045045791";"63.8136324372038";"226.70209771241";"406.096414759702"
"195";"98";"Plus";"20";"2.51908689651925";"362.759494179777";"-123.380900775338";"415.931904800005";"-368.217052906146";"-42.5393207645644"
"196";"98";"Minus";"-20";"-2.51908689651925";"-362.759494179777";"123.380900775338";"-415.931904800005";"368.217052906146";"42.5393207645644"
"197";"99";"Plus";"20";"447.381233835836";"-280.426735183558";"353.349853022307";"161.663044716279";"64.0736079876351";"-267.091494325462"
"198";"99";"Minus";"-20";"-447.381233835836";"280.426735183558";"-353.349853022307";"-161.663044716279";"-64.0736079876351";"267.091494325462"
"199";"100";"Plus";"20";"-416.512243085771";"362.56008499102";"277.579655885722";"256.752125637586";"15.124033826474";"31.4031554801875"
"200";"100";"Minus";"-20";"416.512243085771";"-362.56008499102";"-277.579655885722";"-256.752125637586";"-15.124033826474";"-31.4031554801875"
"201";"101";"Plus";"20";"-186.544488761966";"-223.076838046265";"299.932592087143";"32.2607105853105";"-409.705814808786";"399.594352314114"
"202";"101";"Minus";"-20";"186.544488761966";"223.076838046265";"-299.932592087143";"-32.2607105853105";"409.705814808786";"-399.594352314114"
"203";"102";"Plus";"20";"259.18070692407";"395.573953533953";"-339.31292576704";"-25.4176933202463";"-124.098041513599";"-351.065846500364"
"204";"102";"Minus";"-20";"-259.18070692407";"-395.573953533953";"339.31292576704";"25.4176933202463";"124.098041513599";"351.065846500364"
"205";"103";"Plus";"20";"-480.144974291663";"3.73474850571346";"-175.977340165647";"361.656661612771";"-162.406551913207";"81.3655667617675"
